Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
title,44,43,134,22,video74_1_2_shot8.jpg,640,360
picture,432,45,138,285,video74_1_2_shot8.jpg,640,360
table,44,113,195,187,video74_1_2_shot8.jpg,640,360
title,44,43,296,22,video74_1_2_shot9.jpg,640,360
picture,432,68,192,279,video74_1_2_shot9.jpg,640,360
table,44,113,139,187,video74_1_2_shot9.jpg,640,360
title,44,43,129,22,video74_1_2_shot10.jpg,640,360
picture,482,68,143,280,video74_1_2_shot10.jpg,640,360
text box,44,113,169,88,video74_1_2_shot10.jpg,640,360
title,44,43,283,22,video74_1_2_shot13.jpg,640,360
picture,411,68,214,279,video74_1_2_shot13.jpg,640,360
table,44,113,146,187,video74_1_2_shot13.jpg,640,360
text box,206,111,162,66,video74_1_2_shot13.jpg,640,360
title,44,43,336,22,video74_1_2_shot14.jpg,640,360
picture,487,68,139,279,video74_1_2_shot14.jpg,640,360
table,44,113,163,187,video74_1_2_shot14.jpg,640,360
title,44,43,133,22,video74_1_2_shot15.jpg,640,360
picture,487,68,139,279,video74_1_2_shot15.jpg,640,360
table,44,113,163,187,video74_1_2_shot15.jpg,640,360
title,44,43,137,22,video74_1_2_shot17.jpg,640,360
picture,487,68,139,279,video74_1_2_shot17.jpg,640,360
table,44,113,168,187,video74_1_2_shot17.jpg,640,360
title,44,43,130,22,video74_1_2_shot18.jpg,640,360
picture,427,68,199,279,video74_1_2_shot18.jpg,640,360
table,44,113,168,187,video74_1_2_shot18.jpg,640,360
title,44,43,147,22,video74_1_2_shot20.jpg,640,360
picture,514,225,82,85,video74_1_2_shot20.jpg,640,360
diagram,44,81,473,142,video74_1_2_shot20.jpg,640,360
title,44,43,330,22,video74_1_2_shot21.jpg,640,360
picture,487,68,139,279,video74_1_2_shot21.jpg,640,360
text box,43,173,217,35,video74_1_2_shot21.jpg,640,360
text box,44,90,104,14,video74_1_2_shot21.jpg,640,360
text box,44,108,217,35,video74_1_2_shot21.jpg,640,360
text box,44,237,228,35,video74_1_2_shot21.jpg,640,360
title,44,43,130,22,video74_1_2_shot22.jpg,640,360
picture,427,68,199,279,video74_1_2_shot22.jpg,640,360
table,44,113,168,187,video74_1_2_shot22.jpg,640,360
title,44,43,87,20,video74_1_3_shot3.jpg,640,360
picture,427,68,199,279,video74_1_3_shot3.jpg,640,360
text box,45,136,158,14,video74_1_3_shot3.jpg,640,360
text box,44,113,155,14,video74_1_3_shot3.jpg,640,360
title,45,44,88,17,video74_1_3_shot4.jpg,640,360
picture,427,68,199,279,video74_1_3_shot4.jpg,640,360
text box,45,128,353,32,video74_1_3_shot4.jpg,640,360
text box,43,96,109,14,video74_1_3_shot4.jpg,640,360
text box,44,217,316,30,video74_1_3_shot4.jpg,640,360
diagram,43,166,186,35,video74_1_3_shot4.jpg,640,360
diagram,46,252,145,34,video74_1_3_shot4.jpg,640,360
text box,45,297,172,12,video74_1_3_shot4.jpg,640,360
title,44,43,279,42,video74_1_3_shot5.jpg,640,360
picture,477,43,93,287,video74_1_3_shot5.jpg,640,360
text box,44,161,375,79,video74_1_3_shot5.jpg,640,360
text box,44,113,225,30,video74_1_3_shot5.jpg,640,360
text box,44,257,322,34,video74_1_3_shot5.jpg,640,360
title,45,44,363,19,video74_1_4_shot4.jpg,640,360
text box,44,112,275,32,video74_1_4_shot4.jpg,640,360
text box,46,214,266,37,video74_1_4_shot4.jpg,640,360
text box,43,160,323,32,video74_1_4_shot4.jpg,640,360
picture,442,43,135,287,video74_1_4_shot4.jpg,640,360
title,45,44,216,21,video74_1_4_shot5.jpg,640,360
text box,44,112,360,32,video74_1_4_shot5.jpg,640,360
table,43,160,262,116,video74_1_4_shot5.jpg,640,360
picture,460,43,113,287,video74_1_4_shot5.jpg,640,360
title,45,44,225,21,video74_1_4_shot7.jpg,640,360
text box,44,128,73,16,video74_1_4_shot7.jpg,640,360
text box,45,179,251,16,video74_1_4_shot7.jpg,640,360
picture,427,68,198,279,video74_1_4_shot7.jpg,640,360
text box,46,156,243,16,video74_1_4_shot7.jpg,640,360
title,45,44,308,18,video74_1_4_shot8.jpg,640,360
text box,39,137,308,30,video74_1_4_shot8.jpg,640,360
text box,41,251,392,43,video74_1_4_shot8.jpg,640,360
picture,442,43,131,287,video74_1_4_shot8.jpg,640,360
text box,39,175,392,33,video74_1_4_shot8.jpg,640,360
text box,40,215,323,32,video74_1_4_shot8.jpg,640,360
text box,43,112,74,16,video74_1_4_shot8.jpg,640,360
picture,487,68,138,280,video74_1_4_shot9.jpg,640,360
title,45,44,184,17,video74_1_4_shot9.jpg,640,360
text box,45,115,46,11,video74_1_4_shot9.jpg,640,360
text box,45,128,232,15,video74_1_4_shot9.jpg,640,360
text box,44,161,241,30,video74_1_4_shot9.jpg,640,360
text box,46,196,87,24,video74_1_4_shot9.jpg,640,360
text box,45,234,50,12,video74_1_4_shot9.jpg,640,360
text box,44,249,233,14,video74_1_4_shot9.jpg,640,360
picture,428,68,197,278,video74_1_4_shot10.jpg,640,360
title,45,44,143,21,video74_1_4_shot10.jpg,640,360
text box,45,119,173,16,video74_1_4_shot10.jpg,640,360
text box,45,160,293,36,video74_1_4_shot10.jpg,640,360
picture,442,43,127,287,video74_1_5_shot5.jpg,640,360
text box,43,106,342,94,video74_1_5_shot5.jpg,640,360
picture,439,43,131,287,video74_1_7_shot3.jpg,640,360
title,45,44,228,21,video74_1_7_shot3.jpg,640,360
table,45,88,366,214,video74_1_7_shot3.jpg,640,360
picture,513,226,83,83,video74_2_1_shot4.jpg,640,360
text box,46,55,366,42,video74_2_1_shot4.jpg,640,360
text box,45,127,314,40,video74_2_1_shot4.jpg,640,360
text box,46,192,368,15,video74_2_1_shot4.jpg,640,360
text box,46,216,428,55,video74_2_1_shot4.jpg,640,360
title,45,44,232,21,video74_2_1_shot5.jpg,640,360
table,45,116,325,98,video74_2_1_shot5.jpg,640,360
text box,44,232,355,16,video74_2_1_shot5.jpg,640,360
text box,45,256,331,30,video74_2_1_shot5.jpg,640,360
picture,477,43,91,287,video74_2_1_shot6.jpg,640,360
title,45,44,359,21,video74_2_1_shot6.jpg,640,360
text box,46,114,291,26,video74_2_1_shot6.jpg,640,360
text box,46,167,400,55,video74_2_1_shot6.jpg,640,360
text box,46,240,381,48,video74_2_1_shot6.jpg,640,360
picture,433,44,134,287,video74_2_1_shot9.jpg,640,360
text box,46,89,275,31,video74_2_1_shot9.jpg,640,360
text box,45,128,233,16,video74_2_1_shot9.jpg,640,360
text box,45,216,310,31,video74_2_1_shot9.jpg,640,360
text box,45,155,293,44,video74_2_1_shot9.jpg,640,360
picture,461,43,115,287,video74_2_1_shot11.jpg,640,360
text box,46,84,265,23,video74_2_1_shot11.jpg,640,360
text box,42,129,301,29,video74_2_1_shot11.jpg,640,360
text box,42,169,397,54,video74_2_1_shot11.jpg,640,360
picture,442,43,131,287,video74_2_1_shot12.jpg,640,360
text box,46,88,333,32,video74_2_1_shot12.jpg,640,360
text box,47,128,324,17,video74_2_1_shot12.jpg,640,360
text box,141,208,51,13,video74_2_1_shot12.jpg,640,360
text box,60,178,39,13,video74_2_1_shot12.jpg,640,360
text box,60,209,18,13,video74_2_1_shot12.jpg,640,360
text box,60,241,20,13,video74_2_1_shot12.jpg,640,360
text box,141,176,58,13,video74_2_1_shot12.jpg,640,360
text box,141,241,64,13,video74_2_1_shot12.jpg,640,360
picture,442,43,131,287,video74_2_1_shot13.jpg,640,360
text box,46,88,260,53,video74_2_1_shot13.jpg,640,360
text box,46,154,220,36,video74_2_1_shot13.jpg,640,360
text box,46,200,323,30,video74_2_1_shot13.jpg,640,360
picture,434,45,133,287,video74_2_1_shot16.jpg,640,360
text box,44,72,354,32,video74_2_1_shot16.jpg,640,360
text box,45,113,306,62,video74_2_1_shot16.jpg,640,360
picture,477,43,92,287,video74_2_1_shot17.jpg,640,360
text box,44,80,322,16,video74_2_1_shot17.jpg,640,360
text box,45,128,338,151,video74_2_1_shot17.jpg,640,360
picture,442,43,131,287,video74_2_1_shot18.jpg,640,360
text box,45,73,334,15,video74_2_1_shot18.jpg,640,360
text box,46,104,78,16,video74_2_1_shot18.jpg,640,360
text box,44,137,360,13,video74_2_1_shot18.jpg,640,360
text box,45,168,354,14,video74_2_1_shot18.jpg,640,360
text box,46,216,356,30,video74_2_1_shot18.jpg,640,360
picture,487,68,137,279,video74_3_1_shot14.jpg,640,360
text box,43,81,297,47,video74_3_1_shot14.jpg,640,360
text box,46,142,200,116,video74_3_1_shot14.jpg,640,360
picture,513,226,83,83,video74_4_4_shot7.jpg,640,360
text box,44,46,327,42,video74_4_4_shot7.jpg,640,360
text box,44,98,320,62,video74_4_4_shot7.jpg,640,360
text box,44,176,214,16,video74_4_4_shot7.jpg,640,360
text box,46,202,425,78,video74_4_4_shot7.jpg,640,360
picture,513,226,83,83,video74_4_4_shot9.jpg,640,360
text box,46,72,424,16,video74_4_4_shot9.jpg,640,360
text box,46,96,207,16,video74_4_4_shot9.jpg,640,360
text box,46,122,373,29,video74_4_4_shot9.jpg,640,360
text box,40,158,215,19,video74_4_4_shot9.jpg,640,360
text box,40,183,356,17,video74_4_4_shot9.jpg,640,360
text box,39,206,289,17,video74_4_4_shot9.jpg,640,360
picture,513,226,83,83,video74_4_4_shot10.jpg,640,360
text box,39,60,476,188,video74_4_4_shot10.jpg,640,360
picture,487,68,138,279,video74_4_5_shot3.jpg,640,360
title,45,44,319,21,video74_4_5_shot3.jpg,640,360
text box,40,110,284,18,video74_4_5_shot3.jpg,640,360
text box,40,134,271,34,video74_4_5_shot3.jpg,640,360
text box,40,174,192,18,video74_4_5_shot3.jpg,640,360
text box,41,199,118,17,video74_4_5_shot3.jpg,640,360
picture,442,43,131,287,video74_4_6_shot3.jpg,640,360
title,44,51,170,21,video74_4_6_shot3.jpg,640,360
text box,44,112,329,65,video74_4_6_shot3.jpg,640,360
title,16,26,171,21,video79_1_1_shot4.jpg,640,360
text box,17,90,587,35,video79_1_1_shot4.jpg,640,360
text box,18,149,581,37,video79_1_1_shot4.jpg,640,360
text box,18,209,488,17,video79_1_1_shot4.jpg,640,360
text box,17,249,585,36,video79_1_1_shot4.jpg,640,360
title,16,26,171,21,video79_1_2_shot2.jpg,640,360
text box,17,90,566,35,video79_1_2_shot2.jpg,640,360
text box,18,149,601,37,video79_1_2_shot2.jpg,640,360
text box,18,209,581,36,video79_1_2_shot2.jpg,640,360
text box,17,268,601,36,video79_1_2_shot2.jpg,640,360
title,16,24,316,21,video79_1_2_shot4.jpg,640,360
text box,17,80,320,36,video79_1_2_shot4.jpg,640,360
text box,17,140,296,36,video79_1_2_shot4.jpg,640,360
chart,365,100,265,212,video79_1_2_shot4.jpg,640,360
text box,366,75,264,22,video79_1_2_shot4.jpg,640,360
text box,10,318,559,37,video79_1_2_shot4.jpg,640,360
title,16,24,336,21,video79_1_3_shot2.jpg,640,360
picture,24,75,593,253,video79_1_3_shot2.jpg,640,360
text box,9,342,429,14,video79_1_3_shot2.jpg,640,360
picture,10,75,420,262,video79_1_3_shot4.jpg,640,360
text box,443,80,160,73,video79_1_3_shot4.jpg,640,360
text box,443,159,135,35,video79_1_3_shot4.jpg,640,360
text box,444,198,178,56,video79_1_3_shot4.jpg,640,360
text box,9,343,430,13,video79_1_3_shot4.jpg,640,360
title,15,24,332,22,video79_1_3_shot4.jpg,640,360
picture,10,75,420,262,video79_1_3_shot5.jpg,640,360
text box,443,80,160,73,video79_1_3_shot5.jpg,640,360
text box,443,159,135,35,video79_1_3_shot5.jpg,640,360
text box,445,259,167,73,video79_1_3_shot5.jpg,640,360
text box,9,343,430,13,video79_1_3_shot5.jpg,640,360
title,17,24,332,22,video79_1_3_shot5.jpg,640,360
text box,444,198,178,56,video79_1_3_shot5.jpg,640,360
picture,10,75,420,262,video79_1_3_shot6.jpg,640,360
text box,443,80,179,94,video79_1_3_shot6.jpg,640,360
text box,445,252,167,73,video79_1_3_shot6.jpg,640,360
text box,9,343,430,13,video79_1_3_shot6.jpg,640,360
title,17,24,505,22,video79_1_3_shot6.jpg,640,360
text box,443,186,181,56,video79_1_3_shot6.jpg,640,360
title,17,26,390,21,video79_1_4_shot2.jpg,640,360
text box,17,90,241,94,video79_1_4_shot2.jpg,640,360
text box,18,204,228,56,video79_1_4_shot2.jpg,640,360
text box,18,277,214,36,video79_1_4_shot2.jpg,640,360
chart,272,83,359,243,video79_1_4_shot2.jpg,640,360
title,17,10,133,98,video79_1_4_shot3.jpg,640,360
picture,229,11,170,298,video79_1_4_shot3.jpg,640,360
picture,405,11,169,299,video79_1_4_shot3.jpg,640,360
text box,180,317,428,40,video79_1_4_shot3.jpg,640,360
title,16,24,328,20,video79_1_4_shot4.jpg,640,360
text box,16,88,440,19,video79_1_4_shot4.jpg,640,360
title,16,24,328,20,video79_1_4_shot5.jpg,640,360
text box,17,90,263,133,video79_1_4_shot5.jpg,640,360
table,296,85,335,236,video79_1_4_shot5.jpg,640,360
title,17,24,532,22,video79_1_4_shot6.jpg,640,360
text box,11,87,307,31,video79_1_4_shot6.jpg,640,360
text box,323,86,308,31,video79_1_4_shot6.jpg,640,360
text box,19,127,274,35,video79_1_4_shot6.jpg,640,360
text box,17,180,289,34,video79_1_4_shot6.jpg,640,360
text box,331,128,263,34,video79_1_4_shot6.jpg,640,360
text box,329,178,292,36,video79_1_4_shot6.jpg,640,360
text box,331,230,291,38,video79_1_4_shot6.jpg,640,360
text box,123,288,395,37,video79_1_4_shot6.jpg,640,360
title,17,24,467,22,video79_1_5_shot2.jpg,640,360
text box,17,89,323,18,video79_1_5_shot2.jpg,640,360
text box,17,130,286,17,video79_1_5_shot2.jpg,640,360
text box,11,342,427,15,video79_1_5_shot2.jpg,640,360
title,17,24,380,22,video79_1_5_shot5.jpg,640,360
text box,10,87,308,31,video79_1_5_shot5.jpg,640,360
text box,323,87,308,30,video79_1_5_shot5.jpg,640,360
text box,17,128,282,36,video79_1_5_shot5.jpg,640,360
text box,17,188,278,35,video79_1_5_shot5.jpg,640,360
text box,17,247,231,35,video79_1_5_shot5.jpg,640,360
text box,331,127,282,152,video79_1_5_shot5.jpg,640,360
text box,11,300,621,32,video79_1_5_shot5.jpg,640,360
title,17,24,344,22,video79_1_6_shot2.jpg,640,360
text box,17,89,601,37,video79_1_6_shot2.jpg,640,360
text box,17,148,407,19,video79_1_6_shot2.jpg,640,360
text box,17,188,602,75,video79_1_6_shot2.jpg,640,360
title,17,24,532,22,video79_1_6_shot4.jpg,640,360
picture,42,91,559,227,video79_1_6_shot4.jpg,640,360
text box,8,343,431,13,video79_1_6_shot4.jpg,640,360
title,17,24,260,22,video79_1_6_shot5.jpg,640,360
text box,17,171,460,16,video79_1_6_shot5.jpg,640,360
text box,18,89,434,19,video79_1_6_shot5.jpg,640,360
text box,17,129,552,19,video79_1_6_shot5.jpg,640,360
text box,17,211,447,76,video79_1_6_shot5.jpg,640,360
title,17,24,468,22,video79_1_6_shot6.jpg,640,360
picture,12,75,420,258,video79_1_6_shot6.jpg,640,360
text box,8,342,431,14,video79_1_6_shot6.jpg,640,360
text box,443,80,181,76,video79_1_6_shot6.jpg,640,360
text box,443,178,147,74,video79_1_6_shot6.jpg,640,360
text box,444,277,133,55,video79_1_6_shot6.jpg,640,360
title,17,24,371,22,video79_1_6_shot7.jpg,640,360
picture,11,75,420,258,video79_1_6_shot7.jpg,640,360
text box,442,80,174,58,video79_1_6_shot7.jpg,640,360
text box,443,155,170,57,video79_1_6_shot7.jpg,640,360
text box,443,268,171,35,video79_1_6_shot7.jpg,640,360
text box,8,342,431,14,video79_1_6_shot7.jpg,640,360
text box,443,231,178,17,video79_1_6_shot7.jpg,640,360
title,17,24,316,22,video79_1_7_shot2.jpg,640,360
text box,16,90,153,55,video79_1_7_shot2.jpg,640,360
text box,17,166,156,152,video79_1_7_shot2.jpg,640,360
picture,263,127,365,129,video79_1_7_shot2.jpg,640,360
text box,9,343,430,12,video79_1_7_shot2.jpg,640,360
title,17,24,592,22,video79_1_7_shot3.jpg,640,360
text box,16,90,153,55,video79_1_7_shot3.jpg,640,360
text box,17,157,141,53,video79_1_7_shot3.jpg,640,360
picture,263,90,365,167,video79_1_7_shot3.jpg,640,360
text box,9,343,430,12,video79_1_7_shot3.jpg,640,360
title,16,24,529,22,video79_1_7_shot4.jpg,640,360
text box,16,126,156,55,video79_1_7_shot4.jpg,640,360
text box,17,202,149,114,video79_1_7_shot4.jpg,640,360
picture,198,90,430,167,video79_1_7_shot4.jpg,640,360
text box,9,343,430,12,video79_1_7_shot4.jpg,640,360
text box,18,90,136,15,video79_1_7_shot4.jpg,640,360
title,14,11,403,46,video79_1_7_shot6.jpg,640,360
picture,11,76,420,259,video79_1_7_shot6.jpg,640,360
text box,443,80,160,113,video79_1_7_shot6.jpg,640,360
text box,9,342,429,13,video79_1_7_shot6.jpg,640,360
title,14,11,403,46,video79_1_7_shot7.jpg,640,360
picture,11,76,420,259,video79_1_7_shot7.jpg,640,360
text box,443,216,181,94,video79_1_7_shot7.jpg,640,360
text box,9,342,429,13,video79_1_7_shot7.jpg,640,360
text box,443,80,160,113,video79_1_7_shot7.jpg,640,360
title,15,25,400,22,video79_1_7_shot8.jpg,640,360
picture,11,76,420,259,video79_1_7_shot8.jpg,640,360
text box,9,342,429,13,video79_1_7_shot8.jpg,640,360
text box,444,79,169,58,video79_1_7_shot8.jpg,640,360
title,16,24,520,23,video79_1_7_shot9.jpg,640,360
picture,11,76,420,259,video79_1_7_shot9.jpg,640,360
text box,9,342,429,13,video79_1_7_shot9.jpg,640,360
text box,444,79,175,248,video79_1_7_shot9.jpg,640,360
title,17,25,512,23,video79_1_7_shot11.jpg,640,360
picture,11,76,420,259,video79_1_7_shot11.jpg,640,360
text box,9,342,429,13,video79_1_7_shot11.jpg,640,360
text box,443,256,180,38,video79_1_7_shot11.jpg,640,360
text box,444,79,168,74,video79_1_7_shot11.jpg,640,360
text box,444,178,180,55,video79_1_7_shot11.jpg,640,360
title,17,25,499,23,video79_1_8_shot2.jpg,640,360
text box,17,208,505,18,video79_1_8_shot2.jpg,640,360
text box,17,89,600,36,video79_1_8_shot2.jpg,640,360
text box,17,149,597,36,video79_1_8_shot2.jpg,640,360
text box,17,249,553,36,video79_1_8_shot2.jpg,640,360
title,17,25,174,19,video79_1_9_shot4.jpg,640,360
text box,17,90,296,115,video79_1_9_shot4.jpg,640,360
text box,330,91,278,54,video79_1_9_shot4.jpg,640,360
text box,154,252,332,15,video79_1_9_shot4.jpg,640,360
text box,134,292,374,18,video79_1_9_shot4.jpg,640,360
title,16,25,492,21,video79_1_11_shot2.jpg,640,360
text box,18,90,279,94,video79_1_11_shot2.jpg,640,360
text box,17,192,280,73,video79_1_11_shot2.jpg,640,360
picture,330,85,294,233,video79_1_11_shot2.jpg,640,360
title,16,25,516,21,video79_1_11_shot3.jpg,640,360
text box,18,90,279,94,video79_1_11_shot3.jpg,640,360
text box,17,192,292,131,video79_1_11_shot3.jpg,640,360
picture,330,85,294,233,video79_1_11_shot3.jpg,640,360
title,16,10,125,199,video79_1_11_shot4.jpg,640,360
text box,189,16,418,108,video79_1_11_shot4.jpg,640,360
diagram,182,149,448,171,video79_1_11_shot4.jpg,640,360
title,16,12,575,44,video79_1_11_shot6.jpg,640,360
text box,16,90,594,92,video79_1_11_shot6.jpg,640,360
text box,14,211,545,87,video79_1_11_shot6.jpg,640,360
title,16,25,588,21,video79_1_11_shot7.jpg,640,360
text box,16,90,608,92,video79_1_11_shot7.jpg,640,360
text box,14,211,501,107,video79_1_11_shot7.jpg,640,360
title,17,11,144,147,video79_1_13_shot2.jpg,640,360
text box,189,16,420,55,video79_1_13_shot2.jpg,640,360
text box,241,116,330,34,video79_1_13_shot2.jpg,640,360
text box,193,200,125,35,video79_1_13_shot2.jpg,640,360
text box,342,200,126,36,video79_1_13_shot2.jpg,640,360
text box,492,190,128,55,video79_1_13_shot2.jpg,640,360
text box,188,289,362,18,video79_1_13_shot2.jpg,640,360
title,17,11,133,124,video79_1_13_shot3.jpg,640,360
text box,189,16,420,55,video79_1_13_shot3.jpg,640,360
text box,241,116,330,34,video79_1_13_shot3.jpg,640,360
diagram,181,167,447,100,video79_1_13_shot3.jpg,640,360
text box,188,289,362,18,video79_1_13_shot3.jpg,640,360
title,17,11,126,72,video79_1_13_shot4.jpg,640,360
text box,189,17,410,36,video79_1_13_shot4.jpg,640,360
text box,189,75,418,39,video79_1_13_shot4.jpg,640,360
picture,182,139,448,190,video79_1_13_shot4.jpg,640,360
title,16,24,591,22,video79_1_16_shot2.jpg,640,360
text box,10,84,308,26,video79_1_16_shot2.jpg,640,360
text box,17,144,284,18,video79_1_16_shot2.jpg,640,360
text box,17,194,292,37,video79_1_16_shot2.jpg,640,360
text box,18,271,250,36,video79_1_16_shot2.jpg,640,360
picture,327,84,299,240,video79_1_16_shot2.jpg,640,360
title,16,12,596,48,video79_1_16_shot3.jpg,640,360
text box,10,84,308,26,video79_1_16_shot3.jpg,640,360
text box,17,144,284,18,video79_1_16_shot3.jpg,640,360
text box,17,194,292,37,video79_1_16_shot3.jpg,640,360
text box,18,271,250,36,video79_1_16_shot3.jpg,640,360
diagram,323,148,308,142,video79_1_16_shot3.jpg,640,360
title,16,12,587,48,video79_1_16_shot4.jpg,640,360
text box,17,89,596,36,video79_1_16_shot4.jpg,640,360
text box,18,188,335,18,video79_1_16_shot4.jpg,640,360
text box,117,148,406,17,video79_1_16_shot4.jpg,640,360
text box,17,230,438,75,video79_1_16_shot4.jpg,640,360
title,16,25,172,23,video79_1_19_shot2.jpg,640,360
text box,18,89,604,34,video79_1_19_shot2.jpg,640,360
text box,18,268,582,36,video79_1_19_shot2.jpg,640,360
text box,18,148,598,37,video79_1_19_shot2.jpg,640,360
text box,18,209,582,36,video79_1_19_shot2.jpg,640,360
title,16,12,580,49,video79_1_19_shot7.jpg,640,360
picture,29,85,546,250,video79_1_19_shot7.jpg,640,360
text box,495,220,124,72,video79_1_19_shot7.jpg,640,360
title,16,24,363,23,video79_1_19_shot8.jpg,640,360
text box,50,81,542,16,video79_1_19_shot8.jpg,640,360
chart,81,108,481,211,video79_1_19_shot8.jpg,640,360
title,16,12,561,48,video79_1_19_shot9.jpg,640,360
picture,10,84,309,210,video79_1_19_shot9.jpg,640,360
text box,330,90,271,74,video79_1_19_shot9.jpg,640,360
title,15,25,207,22,video79_1_19_shot10.jpg,640,360
text box,18,92,291,29,video79_1_19_shot10.jpg,640,360
text box,355,93,244,28,video79_1_19_shot10.jpg,640,360
chart,20,158,290,129,video79_1_19_shot10.jpg,640,360
chart,332,155,290,132,video79_1_19_shot10.jpg,640,360
title,15,24,282,23,video79_1_21_shot2.jpg,640,360
text box,16,88,441,50,video79_1_21_shot2.jpg,640,360
text box,18,161,400,33,video79_1_21_shot2.jpg,640,360
text box,18,216,432,32,video79_1_21_shot2.jpg,640,360
text box,17,273,428,48,video79_1_21_shot2.jpg,640,360
picture,479,84,142,242,video79_1_21_shot2.jpg,640,360
title,21,22,215,27,video81_1_6_shot1.jpg,640,360
text box,21,78,307,121,video81_1_6_shot1.jpg,640,360
picture,347,0,292,359,video81_1_6_shot1.jpg,640,360
title,21,21,398,28,video81_1_6_shot3.jpg,640,360
text box,6,55,273,122,video81_1_6_shot3.jpg,640,360
text box,318,55,265,163,video81_1_6_shot3.jpg,640,360
picture,3,232,203,127,video81_1_6_shot3.jpg,640,360
picture,222,232,186,127,video81_1_6_shot3.jpg,640,360
picture,410,231,229,129,video81_1_6_shot3.jpg,640,360
title,21,22,233,24,video81_1_6_shot4.jpg,640,360
text box,21,59,202,163,video81_1_6_shot4.jpg,640,360
text box,331,61,195,161,video81_1_6_shot4.jpg,640,360
picture,1,223,223,135,video81_1_6_shot4.jpg,640,360
picture,227,223,221,135,video81_1_6_shot4.jpg,640,360
picture,450,223,189,135,video81_1_6_shot4.jpg,640,360
title,21,21,475,28,video81_1_6_shot5.jpg,640,360
text box,308,206,265,139,video81_1_6_shot5.jpg,640,360
text box,29,65,246,139,video81_1_6_shot5.jpg,640,360
text box,28,207,248,139,video81_1_6_shot5.jpg,640,360
text box,308,65,265,139,video81_1_6_shot5.jpg,640,360
title,21,22,338,26,video81_1_6_shot6.jpg,640,360
text box,18,84,234,79,video81_1_6_shot6.jpg,640,360
text box,18,166,233,81,video81_1_6_shot6.jpg,640,360
text box,18,249,233,93,video81_1_6_shot6.jpg,640,360
diagram,277,53,360,304,video81_1_6_shot6.jpg,640,360
title,16,18,303,29,video81_1_6_shot7.jpg,640,360
text box,16,47,198,15,video81_1_6_shot7.jpg,640,360
picture,313,167,326,192,video81_1_6_shot7.jpg,640,360
text box,47,72,217,127,video81_1_6_shot7.jpg,640,360
text box,462,29,153,126,video81_1_6_shot7.jpg,640,360
text box,298,62,141,76,video81_1_6_shot7.jpg,640,360
chart,44,207,220,149,video81_1_6_shot7.jpg,640,360
title,12,15,226,21,video81_1_6_shot9.jpg,640,360
text box,15,41,451,16,video81_1_6_shot9.jpg,640,360
picture,22,82,598,277,video81_1_6_shot9.jpg,640,360
title,10,19,342,27,video81_1_6_shot10.jpg,640,360
text box,10,51,426,17,video81_1_6_shot10.jpg,640,360
text box,70,195,139,86,video81_1_6_shot10.jpg,640,360
text box,238,134,167,131,video81_1_6_shot10.jpg,640,360
text box,442,136,185,156,video81_1_6_shot10.jpg,640,360
picture,44,88,535,194,video81_1_6_shot10.jpg,640,360
text box,20,24,416,23,video81_1_6_shot11.jpg,640,360
text box,20,49,406,16,video81_1_6_shot11.jpg,640,360
chart,110,86,380,227,video81_1_6_shot11.jpg,640,360
title,18,25,525,42,video81_1_6_shot13.jpg,640,360
picture,19,104,202,156,video81_1_6_shot13.jpg,640,360
picture,241,104,176,185,video81_1_6_shot13.jpg,640,360
picture,434,104,184,239,video81_1_6_shot13.jpg,640,360
title,22,22,122,26,video81_1_6_shot17.jpg,640,360
text box,21,53,124,16,video81_1_6_shot17.jpg,640,360
text box,22,79,236,79,video81_1_6_shot17.jpg,640,360
text box,22,202,170,18,video81_1_6_shot17.jpg,640,360
text box,22,173,131,15,video81_1_6_shot17.jpg,640,360
picture,263,1,376,358,video81_1_6_shot17.jpg,640,360
title,22,22,220,27,video81_4_12_shot1.jpg,640,360
text box,22,78,314,100,video81_4_12_shot1.jpg,640,360
title,8,6,68,14,video86_1_1_shot5.jpg,640,360
text box,257,146,129,28,video86_1_1_shot5.jpg,640,360
text box,258,188,213,36,video86_1_1_shot5.jpg,640,360
text box,257,231,137,34,video86_1_1_shot5.jpg,640,360
header,603,3,28,21,video86_1_1_shot5.jpg,640,360
footer,576,309,51,37,video86_1_1_shot5.jpg,640,360
title,8,6,68,14,video86_1_1_shot8.jpg,640,360
text box,251,119,133,33,video86_1_1_shot8.jpg,640,360
text box,443,190,133,25,video86_1_1_shot8.jpg,640,360
text box,454,119,84,31,video86_1_1_shot8.jpg,640,360
text box,49,119,141,33,video86_1_1_shot8.jpg,640,360
text box,71,194,71,25,video86_1_1_shot8.jpg,640,360
text box,234,190,158,25,video86_1_1_shot8.jpg,640,360
header,603,3,28,21,video86_1_1_shot8.jpg,640,360
footer,576,309,51,37,video86_1_1_shot8.jpg,640,360
title,8,6,153,15,video86_1_2_shot2.jpg,640,360
picture,50,104,90,134,video86_1_2_shot2.jpg,640,360
picture,205,96,227,150,video86_1_2_shot2.jpg,640,360
picture,496,104,92,135,video86_1_2_shot2.jpg,640,360
header,603,3,28,21,video86_1_2_shot2.jpg,640,360
footer,576,309,51,37,video86_1_2_shot2.jpg,640,360
title,8,6,153,15,video86_1_2_shot8.jpg,640,360
picture,39,172,188,99,video86_1_2_shot8.jpg,640,360
picture,223,48,194,106,video86_1_2_shot8.jpg,640,360
